Box Number,Folder Number,Date (YYYY/MM/DD),Letter_ID,I Tatti file name(s),sender,recipient,Letterhead,"Location Written (city, state)",Location Written (country),I Tatti Sheet Number(s),I Tatti Letter Number,Number of Pages,Number of Images,Notes,Accompanying Material,"Subject -- People (Last Name, First Name)",Subjects,Letters Contents,"Name of Transcriber 1 (Last Name, First Name)",Transcriber 1 Initials,Date Claimed (YYYY/MM/DD),Date Completed (YYYY/MM/DD),"Name of Transcriber 2 (Last Name, First Name)",Transcriber 2 Initials,Date Claimed (YYYY/MM/DD),Date Completed (YYYY/MM/DD),Date Finalized (YYYY/MM/DD),
63,08,1921_02_28,00468,"32044150449098_018, 32044150449098_019, 32044150449098_020, 32044150449098_021, 32044150449098_022, 32044150449098_023, 32044150449098_024, 32044150449098_025","Greene, Belle da Costa","Berenson, Bernard",33 EAST 36TH STREET,"New York, NY",United States,150-153,1921-4,8,8,images out of order,,"Valentiner, Wilhelm; Morgan, J. Pierpont, Jr.; Greene, Russell da Costa",cultural institutions; race and ethnicity; scholarship,"Valentiner's arrival in New York; BG's desire for anonymity; closes letter with last stanza of ""Song From a Play"" by Maurice Baring","Braccia, Zoe",ZEB,2020/07/21,2020/07/21,"Mohite, Sam",SM,2024/09/18,2024/09/18,2024/09/18,
63,09,1921_03_11,00469,"32044150449106_006, 32044150449106_007","Greene, Belle da Costa","Berenson, Bernard","YAMA FARMS / NAPANOCH, ULSTER CO., NEW YORK","Napanoch, New York",United States,159,1921-5,3,2,,,,BG's travel,"BG's clarifying an ""unsatisfactory"" telephone conversation with BB vis-a-vis her letter from 1/04","Braccia, Zoe",ZEB,2020/07/21,2020/07/21,"Mohite, Sam",SM,2024/09/18,2024/09/18,2024/09/18,
63,09,1921_03_13,00470,"32044150449106_008, 32044150449106_009, 32044150449106_010, 32044150449106_011","Greene, Belle da Costa","Berenson, Bernard",,"Napanoch, New York",United States,160-163,1921-7,4,4,,,"Butler, Nicholas Murray; Freer, Charles Lang; Nichols, Rose Standish; Root, Elihu; Rockefeller, John D.; Morgan, J. Pierpont, Jr.; Gibson, Preston; Wetzel, Harvey E.",race and ethnicity; BG's travel,"BG's sense of humor; BG's trip to the countryside; BG's encounter with a half-English, half-Japanese guest; Freer's engagement to Rhodes; BG's desire to return to the countryside; BG's making plans to telephone BB; BG's disapproval of Harvey's ""London"" appointment (?)","Braccia, Zoe",ZEB,2020/07/20,2020/07/20,"Mohite, Sam",SM,2024/09/18,2024/09/18,2024/09/18,
63,09,1921_03_18,00471,"32044150449106_012, 32044150449106_013, 32044150449106_014","Greene, Belle da Costa","Berenson, Bernard","YAMA FARMS / NAPANOCH, ULSTER CO., NEW YORK","Napanoch, New York",United States,"164a, 165b, 166c",1921-8,6,3,,,N/A,BG's health; politics,BG's malaria; BG's sadness at BB's departure; BG's making plans to see BB,"Braccia, Zoe",ZEB,2020/07/21,2020/07/21,"Mohite, Sam",SM,2024/09/18,2024/09/18,2024/09/18,
63,09,1921_03_22,00472,"32044150449106_015, 32044150449106_016","Greene, Belle da Costa","Berenson, Bernard",123 EAST 38TH STREET,"New York, NY",United States,167-168,1921-9,2,2,,,,,BB's departure; BG's longing for and missing BB,"Braccia, Zoe",ZEB,2020/07/21,2020/07/22,"Mohite, Sam",SM,2024/09/18,2024/09/18,2024/09/18,
63,09,1921_03_23_25,00473,"32044150449106_017, 32044150449106_018, 32044150449106_019, 32044150449106_020, 32044150449106_021, 32044150449106_022, 32044150449106_023, 32044150449106_024, 32044150449106_025, 32044150449106_026","Greene, Belle da Costa","Berenson, Bernard",123 EAST 38TH STREET,"New York, NY",United States,169-173,1921-10,10,10,,,"Breck, Joseph; Platt, Ethel Appleby Bliss; Carrington, Fitzroy; Plimpton, George Arthur; Vanderlip, Narcissa Cox; Platt, Dan Fellows; Manship, Paul; Vanderlip, Frank Arthur, Sr.; Hewitt, Mrs.; Faulkner, Barry",BG's social world; cultural institutions; scholarship; BG's health; French literature; BG's travel,BG's dinners and social engagements since BB's departure; BG's recruiting British museum curator to give a talk at the library; BG's lunch with one of BB's lovers,"Braccia, Zoe",ZEB,2020/07/22,2020/07/23,"Mohite, Sam",SM,2024/09/18,2024/09/18,2024/09/18,
63,09,1921_03_30,00474,"32044150449106_027, 32044150449106_028, 32044150449106_029, 32044150449106_030, 32044150449106_031, 32044150449106_032, 32044150449106_033, 32044150449106_034, 32044150449106_035, 32044150449106_036, 32044150449106_037, 32044150449106_038, 32044150449106_039, 32044150449106_040, 32044150449106_041, 32044150449106_042","Greene, Belle da Costa","Berenson, Bernard",123 EAST 38TH STREET,"New York, NY",United States,174-181,1921-11,16,16,,"""I enclose a photo (from those of your collection which you gave me) which I had labelled with his [Cavallini's] name""","Schuyler, Louisa Lee; Vanderbilt, Emily Thorn; Morgan, J. Pierpont, Jr.; Berenson, Mary; Gardner, Isabella Stewart; Manship, Paul; White, Henry; Faulkner, Barry; Schuyler, Georgina; Platt, Ethel Appleby Bliss; Gimpel, René; Hamilton, Carl W.; Platt, Dan Fellows; Delano, Laura ""Polly"" Franklin",BG's social world; private collections; Italian art; paintings; art dealing; sculpture; scholarship; weather,Good weather in New York; BG's opinions of Platt's personal collection; Platt's opinion of BB; BG's one-on-one dinner with Bessie Marbury,"Braccia, Zoe",ZEB,2020/07/22,2020/07/23,"Mohite, Sam",SM,2024/09/19,2024/09/19,2024/09/19,
63,09,1921_03_UNDATED_01,00475,"32044150449106_001, 32044150449106_002, 32044150449106_003, 32044150449106_004, 32044150449106_005","Greene, Belle da Costa","Berenson, Bernard",,"New York, NY",United States,154-158,1921-5,5,5,,,"Morgan, J. Pierpont, Jr.; Morgan, Jane Grew; Merrill, Evangeline Johnson",BG's travel; sculpture; Greco-Roman art; paintings,"BG's trip to Washington, D.C.; BG's evolving feelings for BB; BG's observing/talking with BB's new love interest","Braccia, Zoe",ZEB,2020/07/20,2020/07/21,"Mohite, Sam",SM,,2024/09/19,2024/09/19,
63,10,1921_04_01,00476,"32044150449114_001, 32044150449114_002, 32044150449114_003, 32044150449114_004, 32044150449114_005, 32044150449114_006","Greene, Belle da Costa","Berenson, Bernard",123 EAST 38TH STREET,"New York, NY",United States,182-184,1921-12,6,6,,,N/A,BG's travel; BG's social world; BG's leisure activities,BG's desire for seclusion; BG's trip out West,"Braccia, Zoe",ZEB,2020/07/23,2020/07/23,"Mohite, Sam",SM,2024/09/19,2024/09/19,2024/09/19,
63,10,1921_04_02,00477,"32044150449114_007, 32044150449114_008, 32044150449114_009, 32044150449114_010, 32044150449114_011, 32044150449114_012, 32044150449114_013, 32044150449114_014","Greene, Belle da Costa","Berenson, Bernard",33 EAST 36TH STREET,"New York, NY",United States,185-188,1921-13,8,8,,,"Goulden, Jean; Loo, C.T.; Cook, Walter W.S.; Millet, Gabriel; Reinach, Salomon",Spanish art; Medieval and Renaissance manuscripts; paintings; scholarship; Italian art; French literature; Russian literature,BG's skepticism toward Spanish art; Morgan Library's subsidizing Cook publication; Cellini; Badier's Ségundes Epignes,"Braccia, Zoe",ZEB,2020/07/23,2020/07/23,"Mohite, Sam",SM,2024/09/19,2024/09/19,2024/09/19,
63,10,1921_04_08,00478,"32044150449114_015, 32044150449114_016, 32044150449114_017, 32044150449114_018, 32044150449114_019, 32044150449114_020, 32044150449114_021, 32044150449114_022, 32044150449114_023, 32044150449114_024, 32044150449114_025, 32044150449114_026, 32044150449114_027, 32044150449114_028, 32044150449114_029, 32044150449114_030, 32044150449114_031, 32044150449114_032, 32044150449114_033, 32044150449114_034","Greene, Belle da Costa","Berenson, Bernard",123 EAST 38TH STREET,"New York, NY",United States,189-198,1921-14,20,20,,,"Frick, Helen Clay; Morgan, J. Pierpont, Jr.; Gimpel, René; Morgan, Jane Grew; Hamilton, Carl W.; Thomas, George Grosvenor; Beaux, Eliza Cecilia ; Sirén, Osvald; Paff, Adam Edward Merriman; Porter, Arthur Kingsley; Lehman, Robert Owen, Sr.; DeLamar, Alice; Astor, Helen Schermerhorn; Schiff, Mortimer Loeb",BG's health; weather; Italian art; paintings; decorative arts; BG's social world; cultural institutions; scholarship; English art; Flemish art,BG's viewing Italian sculpture with Gimpel; Chartres' reproductions; BB's work on the Widener and Johnson catalogue; BG's viewing of a stained glass collection; JPM Jr.'s growing taste in art; American Academy of Rome; BG's skepticism toward C. Beaux; Siren's Leonardo & Jarves; Porter's Lombard Architecture,"Braccia, Zoe",ZEB,2020/07/23,2020/07/28,"Mohite, Sam",SM,2024/09/19,2024/09/19,2024/09/19,
63,10,1921_04_10_14_15,00479,"32044150449114_035, 32044150449114_036, 32044150449114_037, 32044150449114_038, 32044150449114_039, 32044150449114_040, 32044150449114_041, 32044150449114_042, 32044150449114_043, 32044150449114_044, 32044150449114_045, 32044150449114_046, 32044150449114_047, 32044150449114_048, 32044150449114_049, 32044150449114_050, 32044150449114_051, 32044150449114_052, 32044150449114_053","Greene, Belle da Costa","Berenson, Bernard",123 EAST 38TH STREET,"New York, NY",United States,199-209,1921-15,20,20,,,"Kahn, Otto Hermann; Berenson, Mary; Martin, Frederick; Davidson, Jo; Harding, Warren G.; Hapgood, Norman; Morgan, J. Pierpont, Jr.; Carter, Jesse Benedict; Lamont, Thomas William, Jr.; Pinchot, Gifford; Cooley, Charles Horton; Stettinius, Edward Reilly; Nevill (?); Dunn, Gano Sillick (?); Woollcott, Alexander Humphreys; Grimson (?); Rhett, Florine (?); Boknet (?); Baron de Larzen",BG's social world; politics; current events; scholarship; cultural institutions; race and ethnicity; music; Russian literature,"BG's summary of the U.S.'s cancellation of allied funds (?) post-WWI; BG's explanation of JPM Jr.'s role in cancellation; BG's re-reading BB's ""Franciscan legend;"" Kandakoff's Histoire de l'Art Byzantin","Fletcher, Meghan",MF,2020/08/10,2020/8/18,"Mohite, Sam",SM,2024/09/19,,,
63,10,1921_04_14,00480,"32044150449114_055, 32044150449114_056","Greene, Belle da Costa","Berenson, Bernard","Mr. Morgan's Library, / 33, East 36th, / New York","New York, NY",United States,210,1921-16,2,2,,,N/A,BG's leisure activities,"BG's teasing BB; BG's going out to lunch/for a ride with a ""You-substitute""","Braccia, Zoe",ZEB,2020/07/23,2020/07/23,"Palmer, Philip",PSP,2024/06/13,2024/06/13,2024/06/13,
63,10,1921_04_18_19,00481,"32044150449114_057, 32044150449114_058, 32044150449114_059, 32044150449114_060, 32044150449114_061, 32044150449114_062, 32044150449114_063, 32044150449114_064, 32044150449114_065, 32044150449114_066, 32044150449114_067, 32044150449114_068, 32044150449114_069, 32044150449114_070, 32044150449114_071, 32044150449114_072","Greene, Belle da Costa","Berenson, Bernard",123 EAST 38TH STREET,"New York, NY",United States,211-218,1921-17,16,16,,,"Morgan, Junius Spencer; Morgan, J. Pierpont; Meyer, Agnes; Morgan, Josephine Adams Perry; Hamilton, Juliet Morgan; Laborde, Léon-Joseph-Alexandre de; Hyvernat, Henri; Simkhovitch, Vladimir; Moore, Roland; Ferguson, John C.; Freer, Charles Lang; Simkhovitch, Mary Kingsbury; Morgan, J. Pierpont, Jr.; Viviani, René; Knecht, Marcel; Davison, Henry Pomeroy; Gardner, Isabella Stewart; Gimpel, René",Italian art; decorative arts; Italian literature; scholarship; Medieval and Renaissance manuscripts; BG's travel; BG's health; sculpture; Chinese art; race and ethnicity; private collections,"BG visiting JPM's grave at Hartford Cemetery on the anniversary of his funeral; BG seeing Junius Morgan at the Hartford train station; recent strain between BG and Junius Spencer Morgan; BG's old crush on Junius Spencer Morgan; BG planning to spend evening with ""distinguished visitors,"" i.e., reading several books (""Chartres – I Fioretti, Fry’s Vision & Design – a new book on “Nigger” art, and some monographs by a man named Brehier on Syrian silver vessels""); Chinese Art Exhibition; BG melancholy; BG wishes to remain out of the papers and not become the focus of media attention; BG's hope to go to Yama Farms","Foner, Daria",DRF,2020/05/16,2020/05/29,"Palmer, Philip",PSP,2024/09/23,2024/09/23,2024/09/23,
63,10,1921_04_26_27,00482,"32044150449114_073, 32044150449114_074, 32044150449114_075, 32044150449114_076, 32044150449114_077, 32044150449114_078, 32044150449114_079, 32044150449114_080, 32044150449114_081, 32044150449114_082, 32044150449114_083","Greene, Belle da Costa","Berenson, Bernard",123 EAST 38TH STREET,"New York, NY",United States,219-224,1921-18,11,11,,,"Platt, Ethel Appleby Bliss; Lythgoe, Albert Morton; Meyer, Agnes; Rockefeller, John D. Jr.; Morgan, Josephine Adams Perry; Lang, Andrew; Morgan, J. Pierpont; Witt, Robert; Pyne, Moses Taylor; Breck, Joseph; Morgan, J. Pierpont, Jr. ; Platt, Dan Fellows; Manship, Paul; Winlock, Herbert Eustis; Rockefeller, John D. Jr.; Manship, Isabel McIlwaine; Havemeyer, Louisine Waldron Elder; Bédier, Joseph; Thurston, Ada; Bosch Reitz, S.C.; Bliss, Mildred Barnes; Butler, ""Mabel""; Harvey, George Brinton McClellan",acquisitions; Medieval and Renaissance manuscripts; BG's social world; cultural institutions; Egyptian art; sculpture; modern art; private collections; scholarship; Arabic literature; French literature,"Hyères, France; Bédier's ""Tristan""; Mardrus's French translation (""Mille nuits"") of The Thousand and One Nights; Lang's translation of Aucassin & Nicolete; Lais of Marie de France; Legendes Epiques; BB's great like of Paul Manship; lunch at the Round Table with Breck; Winlock's painted tomb discovery in Egypt; secret Museum purchase of an ""over-life size"" Roman terracotta figure; Vecchietta terracotta figure purchased by Breck; preview of exhibition of Modern Painting at the Met, with paintings by Cezanne, Gauguin, Degas, Courbet, Redon, and others; Antioch ""Chalice"" (Metropolitan Museum of Art; 50.4) purchased from Kouchakji Frères; Dan Platt's art lecture at Princeton; St. Francis (Sassetta); beauty of country living; Witt's knighthood; BG reading ""Kondakoff""","Fletcher, Meghan",MF,2020/07/27,2020/08/04,"Davis, Lauren",LD,2022/06/22,2022/06/23,2024/09/23,
63,10,1921_04_30,00483,"32044150449114_084, 32044150449114_085","Greene, Belle da Costa","Berenson, Bernard",,"New York, NY",United States,225,1921-19,2,2,"No letter head. Return address on envelope reads, Mr. Morgan's Library 33 East 36th Street, New York",,N/A,Spanish art; paintings,BG's thanking BB for his cable; BG's work on cataloguing photographs of Spanish art/painting,"Fletcher, Meghan",MF,2020/07/27,2020/07/27,"Braccia, Zoe",ZEB,2020/07/31,2020/07/31,2024/06/13,
63,10,1921_UNDATED_01,00484,"32044150449114_086, 32044150449114_087","Greene, Belle da Costa","Berenson, Bernard",123 EAST 38TH STREET,"New York, NY",United States,226,,2,2,Incomplete – middle pages of another letter,,"Morgan, J. Pierpont, Jr.; Morgan, Jane Grew; Dunn, Tommy",BG's travel,"BG's wanting BB to keep something from ""the children;"" BG's desire to travel","Fletcher, Meghan",MF,2020/07/27,2020/07/27,"Braccia, Zoe",ZEB,2020/07/28,2020/07/28,2024/09/23,
63,11,1921_05_10,00485,"32044150449122_001, 32044150449122_002, 32044150449122_003, 32044150449122_004, 32044150449122_005, 32044150449122_006, 32044150449122_007, 32044150449122_008","Greene, Belle da Costa","Berenson, Bernard",BELLE,"New York, NY",United States,227a-230d,1921-20,12,8,,,"Morgan, J. Pierpont, Jr.; Halsey, Frederic R.; Gimpel, René; Prince, Martin; Gardner, Isabella Stewart; Halsey, Frederic R., Mrs.; Fry, Roger; Nony; Carrel; Satterlee, Herbert Livingston; Satterlee, Louisa Pierpont Morgan; Gilpin, Charles Sidney; De Novy; Carrel, Alexis; Loeb, Jacques; Halsey, Frederic R.",BG's leisure activities; French literature; cultural institutions; art dealing; BG's travel; BG's social world; drama; American literature; race and ethnicity; BG's family,"BG's visit to Bar Harbor to see the Satterlees; Jean Tharaud and Jérôme Tharaud, ""L'ombre de la Croix;"" Roger Fry's Vision and Design; Eugene O'Neill's The Emperor Jones; Jacques Loeb's ""immaculate frogs""; BG's family sent away to summer in the countryside","Fletcher, Meghan",MF,2020/08/04,2020/08/04,"Palmer, Philip",PSP,2024/09/23,2024/09/23,2024/09/23,
63,11,1921_05_14,00486,"32044150449122_009, 32044150449122_010, 32044150449122_011, 32044150449122_012","Greene, Belle da Costa","Berenson, Bernard",33 EAST 36TH STREET,"New York, NY",United States,231-232,1921-21,4,4,"""Page 1 was about Tarocchi May 14, 1921"" and ""May 14, 1921"" in BB's hand",,"Blumenthal, Florence Meyer; Lehmans",BG's leisure activities; BG's travel; BG's social world,"BG's trip to White Sulphur Springs, Virginia; BG's desire to stop gossiping; BG's age","Fletcher, Meghan",MF,2020/08/04,2020/08/04,"Palmer, Philip",PSP,2024/09/23,2024/09/23,2024/09/23,
63,11,1921_05_25,00487,"32044150449122_013, 32044150449122_014, 32044150449122_015, 32044150449122_016, 32044150449122_017, 32044150449122_018, 32044150449122_019, 32044150449122_020, 32044150449122_021, 32044150449122_022, 32044150449122_023, 32044150449122_024, 32044150449122_025, 32044150449122_026, 32044150449122_027, 32044150449122_028, 32044150449122_029, 32044150449122_030, 32044150449122_031, 32044150449122_032, 32044150449122_033, 32044150449122_034, 32044150449122_035, 32044150449122_036, 32044150449122_037, 32044150449122_038, 32044150449122_039, 32044150449122_040, 32044150449122_041, 32044150449122_042, 32044150449122_043","Greene, Belle da Costa","Berenson, Bernard",BELLE & 123 EAST 38TH STREET,"New York, NY",United States,233a-248r,1921-22,36,31,,,"Sherman, Frederic Fairchild; Hapgood, Norman; Read, Charles Hercules; Morgan, J. Pierpont, Jr.; Gimpel, René; Robinson, Edward; Ledyard, Lewis Cass; Freer, Charles Lang; Rockefeller, John D. Jr.; Meyer, Agnes; Frick, Helen Clay; Cumont, Franz-Valéry-Marie; Churchill, Winston Leonard Spencer, Sir; Lowry, Laurence Stephen; Gore, Winifred Helena Lettice, Lady; Hale, William Gardner; Sippmon; Mr. Ledy; Bell, Edward Hamilton; Osborn, Henry Fairfield; Thomas, Joe; Omont, Henri; Tommy; Pinchot, Gifford; Kahn, Otto Hermann; Sippmon; Harvey, George Brinton McClellan; Simkhovitch, Vladimir; Offner, Richard; McAdoo, William Gibbs; Wilson, Woodrow; Swarzenski, Hanns; Butchers; Serristori, Hortense; Loeser, Charles Alexander; Loeser, Olga Kaufmann-Lebert",BG's leisure activities; decorative arts; scholarship; art dealing; Chinese art; cultural institutions; finance; language learning; BG's social world; Egyptian art; Medieval and Renaissance manuscripts; images of BG; current events; private collections; politics; BG's travel,"BG's new cook writes with elegant handwriting; BG's time spent with Franz Cumont, his thoughts on the Porta Maggiore Basilica and early Greek manuscripts; Cumont's Les  Mystères de Mithra; photographs of BG on horseback; Villa Razzolini; BG's opinions on gossip; BB's article on Cimabue; the stock market; Jack Morgan's trip to Washington, discussion of foreign loans; BG's trip to the Adirondacks; BG's letter, which she calls a ""booklet,"" should be read by BB a few pages at a time, to last until BG sends another letter after her trip to the Adirondacks","Fletcher, Meghan",MF,2020/08/04,2020/08/10,"Palmer, Philip",PSP,2024/09/23,2024/09/23,2024/09/23,
